address,name,address2 ,city,postcode ,lat,lng,formatted,name,housenumber,street,postcode,district,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level
"Collington Surgery, Bexhill-on-Sea",Collington Surgery,23 Terminus Road,Bexhill-on-Sea,TN39 3LR,50.8401769,0.462834185,"Collington Surgery, 23 Terminus Road, Rother, TN39 3LP, United Kingdom",23,Terminus Road,,Central,Collington Surgery,TN39 3LP,Rother,East Sussex,ESX,England,ENG,United Kingdom,1,gb,0.7,1
"Lavant Road Surgery, Chichester",Lavant Road Surgery,8 Lavant Road,"Chichester, West Sussex",PO19 4RH,50.853356,-0.780952998,"Lavant Road Surgery, 8 Lavant Road, Chichester, PO19 5RH, United Kingdom",8,Lavant Road,East Broyle,Chichester,Lavant Road Surgery,PO19 5RH,Chichester,West Sussex,WSX,England,ENG,United Kingdom,0.7,gb,0.49,0.7
BGH Musculoskeletal C and T Clinic,BGH Musculoskeletal C and T Clinic,Brighton General Hospital,Brighton,BN2 3EW,50.8316771,-0.1149776,"Brighton General, Elm Grove, Brighton, BN2 3EL, United Kingdom",,Elm Grove,,Whitehawk,Brighton General,BN2 3EL,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.9,gb,0.9,1
"Microbiology Dept, Eastbourne DGH","Microbiology Dept, Eastbourne DGH",Kings Drive,"Eastbourne, East Sussex",BN21 2UD,50.7859695,0.2705513,"Eastbourne, BN21 2UD, United Kingdom",,,,,Eastbourne,BN21 2UD,Eastbourne,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.6,1
"Occupational Health, The Dene","Occupational Health, The Dene",Gatehouse Lane,"Goddards Green, West Sussex",BN6 9LE,50.9646983,-0.1651422,"Gatehouse Lane, Mid Sussex, BN6 9LD, United Kingdom",,Gatehouse Lane,,Hurstpierpoint and Sayers Common,Gatehouse Lane,BN6 9LD,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,0.7,gb,0.441,0.7
"Microbiology Dept, Crawley Hospital",Serology/Microbiology Dept,Crawley Hospital,"Crawley, W Sussex",RH11 7DH,51.116727,-0.197929,"Crawley Hospital, Crawley, RH11 7DH, United Kingdom",,Crawley Hospital,,,,RH11 7DH,Crawley,West Sussex,WSX,England,ENG,United Kingdom,0.333333333,gb,0.333333333,0.333333333
"Microbiology Dept, Conquest Hosp",Microbiology Dept,Conquest Hospital,"St Leonards-on-Sea, East Sussex",TN37 7RD,50.885077,0.567871,"Hastings, TN37 7RD, United Kingdom",,,,,Hastings,TN37 7RD,Hastings,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.7,1
FHSATESTCODE,,,,RH16 4EX,50.98968353,-0.09263875,"Haywards Heath, RH16 4EX, United Kingdom",,,,,,RH16 4EX,Haywards Heath,West Sussex,WSX,England,ENG,United Kingdom,,gb,1,1
Sussex Care Services,"Sussex Care Services Ltd,","Hassocks HC, Windmill Avenue","Hassocks, West Sussex",BN6 8LY,50.92218,-0.1401399,"Hassocks (Mid Sussex), BN6 8LY, United Kingdom",,,,,Hassocks,BN6 8LY,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.6,1
"Priory Hospital, Brighton & Hove",The Priory Hospital,14-18 New Church Road,"Hove, East Sussex",BN3 4FH,50.8305703,-0.190472,"New Church Road, Hove, BN3 4JT, United Kingdom",,New Church Road,,Aldrington,New Church Road,BN3 4JT,Hove,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.441,0.7
Regency Surgery,Regency Surgery,"4, Old Steine","Brighton, East Sussex",BN1 1FZ,50.8220199,-0.1361165,"Regency Surgery, 4 Old Steine, Brighton, BN2 1RA, United Kingdom",4,Old Steine,,Queen's Park,Regency Surgery,BN2 1RA,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.333333333,gb,0.1,0.333333333
"Manor Park Medical Centre, Polegate",Manor Park Medical Centre,High Street,"Polegate, East Sussex",BN26 5DJ,50.82131385,0.245049243,"High Street, Wealden, BN26 5DJ, United Kingdom",,High Street,,Polegate,High Street,BN26 5DJ,Wealden,East Sussex,ESX,England,ENG,United Kingdom,0.333333333,gb,0.333333333,0.333333333
Bromley Hospitals NHS Trust,Chemical Pathology Dept,The Princess Royal University,"Orpington, Kent",BR6 8ND,51.365524,0.054237,"Farnborough Common / Princess Royal University Hospital, London, BR6 8ND, United Kingdom",,,Bromley,Farnborough,Farnborough Common / Princess Royal University Hospital,BR6 8ND,London,London,,England,ENG,United Kingdom,0.08505,gb,0.08505,0.166666667
Sussex Medical Chambers,Sussex Medical Chambers,10 Clive Avenue,"Goring-by-Sea, Worthing",BN12 4SG,50.8138434,-0.416966,"Clive Avenue, Worthing, BN12 4SG, United Kingdom",,Clive Avenue,,,Clive Avenue,BN12 4SG,Worthing,West Sussex,WSX,England,ENG,United Kingdom,1,gb,0.7,1
"1 Onslow Road, Brighton",The Surgery,1 Onslow Road,"Brighton, East Sussex",BN3 6TA,50.8435671,-0.162794,"Onslow Road, Brighton, BN3 6UB, United Kingdom",,Onslow Road,,Withdean,Onslow Road,BN3 6UB,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.441,0.7
RACH Social Work Office,"Social Work Office, L4, RACH",Royal Alexandra Hospital,Brighton,BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",,,,,Brighton and Hove,BN2 5BE,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0.7,1
Roebuck House Hastings - Practice 5,"The Surgery, (Practice 5)","Roebuck House, High Street","Hastings, East Sussex",TN34 4EY,50.856061,0.590638,"High Street, Hastings, TN34 3EJ, United Kingdom",,High Street,,Old Town,High Street,TN34 3EJ,Hastings,East Sussex,ESX,England,ENG,United Kingdom,0.7,gb,0.441,0.7
HighTree Medical Ltd,HighTree Medical Ltd,"High Tree House, Eastbourne Road","Uckfield, West Sussex",TN22 5QL,50.9498276,0.1187051,"Eastbourne Road, Wealden, TN22 5QL, United Kingdom",,Eastbourne Road,,Framfield,Eastbourne Road,TN22 5QL,Wealden,East Sussex,ESX,England,ENG,United Kingdom,1,gb,0.665,1
Seaside View Child Development Ctr,"Seaside View CDC, Edburton Building",Brighton General Hospital,"Brighton, East Sussex",BN2 3EW,50.8316771,-0.1149776,"Brighton General, Elm Grove, Brighton, BN2 3EL, United Kingdom",,Elm Grove,,Whitehawk,Brighton General,BN2 3EL,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.9,gb,0.9,1
"The Practice, North Street","The Practice,",129-132 North Street,"Brighton, East Sussex",BN1 2BE,50.8239873,-0.1430427,"Boots Opticians, 129 North Street, Brighton, BN1 2BE, United Kingdom",129,North Street,,Prestonville,Boots Opticians,BN1 2BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,1,gb,0.9,1
"The Strand Surgery, Goring-by-Sea",The Strand Surgery,"2, The Strand","Goring-by-Sea, West Sussex",BN12 6DN,50.81946,-0.41482,"Worthing, BN12 6DN, United Kingdom",,,,,Worthing,BN12 6DN,Worthing,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.6,1
"Occupational Health, Univ. of Susse","Occupational Health,","Hastings Building, Univ. of Sussex","Falmer, East Sussex",BN1 9RJ,50.866489,-0.084408,"Falmer (Stanmer), BN1 9RJ, United Kingdom",,,,Falmer,BN1 9RJ,BN1 9RJ,Stanmer,The City of Brighton and Hove,,,,United Kingdom,,gb,0.7,1
"Occupational Health, ESDW Woodside","Occupational Health, ESDW Woodside","Woodside, The Drive,","Hellingly, East Sussex",BN27 4ER,50.8570564,0.2572417,"The Drive, Wealden, BN27 3HW, United Kingdom",,The Drive,,Hailsham,The Drive,BN27 3HW,Wealden,East Sussex,ESX,England,ENG,United Kingdom,0.7,gb,0.441,0.7
RSCH A9 East,A9 East,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",,Eastern Road,,Kemptown,Royal Sussex County Hospital,BN2 5BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.285714286,gb,0.285714286,1
RSCH A9 West,A9 West,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",,Eastern Road,,Kemptown,Royal Sussex County Hospital,BN2 5BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.285714286,gb,0.285714286,1
RSCH A9 South,A9 South,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",,Eastern Road,,Kemptown,Royal Sussex County Hospital,BN2 5BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.285714286,gb,0.285714286,1
YourDoc Medical,80 Valebridge Road,Burgess Hill,West Suusex,RH15 0RP,50.96910605,-0.117046701,"80 Valebridge Road, Mid Sussex, RH15 0RP, United Kingdom",80,Valebridge Road,,World's End,,RH15 0RP,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,1,gb,0.95,1
E Sussex Chlamydia screen pr.(ESDW),"E Sussex Chlam scrn, Sexual Health","Avenue House, The Avenue","Eastbourne, East Sussex",BN21 3XY,50.77035,0.27965,"Eastbourne, BN21 3XY, United Kingdom",,,,,Eastbourne,BN21 3XY,Eastbourne,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.6,1
South Portslade Children's Centre,South Portslade Children's Centre,"223, Old Shoreham Road",,BN41 1XR,50.83834497,-0.204434686,"Brighton and Hove, BN41 1XR, United Kingdom",,,,,Brighton and Hove,BN41 1XR,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,1
"The Glebe Surgery, Storrington",The Glebe Surgery,Monastery Lane,"Storrington, West Sussex",RH20 4LR,50.9181765,-0.458312802,"The Glebe Surgery, Monastery Lane, Horsham, RH20 4JB, United Kingdom",,Monastery Lane,Storrington and Sullington,Storrington and Sullington,The Glebe Surgery,RH20 4JB,Horsham,West Sussex,WSX,England,ENG,United Kingdom,0.7,gb,0.49,0.7
"Beacon Surgery, Crowborough",Beacon Surgery,Beacon Road,"Crowborough, East Sussex",TN6 1AH,51.0598762,0.159824387,"Beacon Surgery, Beacon Road, Wealden, TN6 1AH, United Kingdom",,Beacon Road,,,Beacon Surgery,TN6 1AH,Wealden,East Sussex,ESX,England,ENG,United Kingdom,1,gb,1,1
"CMHT, Greenwich House",Community Mental Health Team,"Greenwich House, Meridian Centre","Peacehaven, East Sussex",BN10 8BB,50.796046,0.000828,"Meridian Shopping Centre, Meridian Way, Peacehaven, BN10 8BB, United Kingdom",,Meridian Way,Peacehaven,,Meridian Shopping Centre,BN10 8BB,Peacehaven,East Sussex,ESX,England,ENG,United Kingdom,0.3969,gb,0.3969,1
HMP Kent & Sussex Occ Health,Kent & Sussex Area Office,80 Sir Evelyn Road,"Rochester, Kent",ME1 3NF,51.3646295,0.4968503,"Sir Evelyn Road, Rochester, ME1 3NF, United Kingdom",,Sir Evelyn Road,,,Sir Evelyn Road,ME1 3NF,Rochester,Medway,MDW,England,ENG,United Kingdom,1,gb,0.7,1
New Larchwood Surgery,"New Larchwood Surgery,",Waldron Ave,"Coldean, Brighton, East Sussex",BN1 9EZ,50.863563,-0.1144915,"Waldron Avenue, Brighton, BN1 9EY, United Kingdom",,Waldron Avenue,,Coldean,Waldron Avenue,BN1 9EY,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.441,0.7
Park Centre for Breast Care,Park Centre for Breast Care,177 Preston Road,"Brighton, East Sussex",BN1 6AG,50.8383906,-0.148571445,"Park Centre, 177 Preston Road, Brighton, BN1 6AU, United Kingdom",177,Preston Road,,Prestonville,Park Centre,BN1 6AU,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.441,0.7
RSCH Lister,Lister Ward,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",,Eastern Road,,Kemptown,Royal Sussex County Hospital,BN2 5BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.285714286,gb,0.285714286,1
RSCH Fleming,Fleming Ward,Royal Sussex County Hospital,"Brighton, Sussex",BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",,Eastern Road,,Kemptown,Royal Sussex County Hospital,BN2 5BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.285714286,gb,0.285714286,1
RSCH B8 RACOP Martindale Bld,RSCH B8 RACOP Martindale Bld,Royal Sussex County Hospital,"Brighton, East Sussex",BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",,Eastern Road,,Kemptown,Royal Sussex County Hospital,BN2 5BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.285714286,gb,0.285714286,1
Park Centre Breast Screening Unit,"Breast Screening Unit, Park Centre","2nd Floor, 177 Preston Road","Brighton, East Sussex",BN1 6AG,50.8383906,-0.148571445,"Park Centre, 177 Preston Road, Brighton, BN1 6AU, United Kingdom",177,Preston Road,,Prestonville,Park Centre,BN1 6AU,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.441,0.7
Christs Hospital School Surgery,c/o Park Surgery,Albion Way,"Horsham, West Sussex",RH12 1BG,51.0642863,-0.3287635,"Albion Way, Horsham, RH12 1BG, United Kingdom",,Albion Way,,New Town,Albion Way,RH12 1BG,Horsham,West Sussex,WSX,England,ENG,United Kingdom,1,gb,0.7,1
RSCH Urgent Care Centre,"Urgent Care Centre, RSCH",,,BN2 5BE,52.062741,-1.356341,"Larkrise Care Centre, Prescott Close, Banbury, OX16 0RD, United Kingdom",,Prescott Close,Banbury Civil Parish,,Larkrise Care Centre,OX16 0RD,Banbury,Oxfordshire,OXF,England,ENG,United Kingdom,,gb,0,
Bowel Screening Program,"Bowel Screening Program,","Room G2, St Mary's Hall","Eastern Road, Brighton",BN2 5BE,50.8194391,-0.118152457,"Brighton and Hove, BN2 5BE, United Kingdom",,,,,Brighton and Hove,BN2 5BE,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,1
BGH Cons Rheum Nurse Office,"Foot Health Dept, BGH",Elm Grove,"Brighton, East Sussex",BN2 3EW,50.831556,-0.1241439,"Elm Grove, Brighton, BN2 3DD, United Kingdom",,Elm Grove,,Round Hill,Elm Grove,BN2 3DD,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.49,0.7
Brighton Diagnostic Centre,Brighton Diagnostic Centre,177 Preston Road,"Brighton, East Sussex",BN1 6AG,50.8383906,-0.148571445,"Park Centre, 177 Preston Road, Brighton, BN1 6AU, United Kingdom",177,Preston Road,,Prestonville,Park Centre,BN1 6AU,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.3087,0.7
Target Chlamydia Team West Sussex,Target Chlamydia Team,"Sexual Health Dept, Crawley Hosp","Crawley, West Sussex",RH11 7DH,,,,,,,,,,,,,,,,,,,
Chalkhill Adolescent Unit,"Chalkhill Adolescent Unit, PRH",Lewes Road,"Haywatds Heath, West Sussex",RH16 4EX,50.98968353,-0.09263875,"Haywards Heath (Mid Sussex), RH16 4EX, United Kingdom",,,,,Haywards Heath,RH16 4EX,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.6,1
"Seaside Medical Centre, Eastbourne",Seaside Medical Centre,18 Sheen Road,"Eastbourne, East Sussex",BN22 8DR,50.77357,0.29461,"Eastbourne, BN22 8DR, United Kingdom",,,,,Eastbourne,BN22 8DR,Eastbourne,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.6,1
"Rotherfield Surgery, Rotherfield",Rotherfield Surgery,Rotherfield,"Crowborough, East Sussex",TN6 3QW,51.046309,0.1976475,"Rotherfield Road, Wealden, TN6 3HZ, United Kingdom",,Rotherfield Road,,Jarvis Brook,Rotherfield Road,TN6 3HZ,Wealden,East Sussex,ESX,England,ENG,United Kingdom,0.63,gb,0.441,0.7
Practice Plus Brighton Station,Practice Plus Brighton Station,"Aspect House, 84-87 Queens Road","Brighton, East Sussex",BN1 3XE,50.8279345,-0.1413623,"Brighton Station Health Centre, 84-87 Queen's Road, Brighton, BN1 3XE, United Kingdom",84-87,Queen's Road,,Round Hill,Brighton Station Health Centre,BN1 3XE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,1,gb,0.855,1
Practice Plus Brighton Stn Walk-in,Practice Plus Brighton Stn Walk-in,"Aspect House, 84-87 Queen's Road","Brighton, East Sussex",BN1 3XE,50.8279345,-0.1413623,"Brighton Station Health Centre, 84-87 Queen's Road, Brighton, BN1 3XE, United Kingdom",84-87,Queen's Road,,Round Hill,Brighton Station Health Centre,BN1 3XE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,1,gb,0.9,1
"Ian Gow Memorial HC, Eastbourne","Ian Gow Memorial Health Centre,","Milfiol Drive, Langney","Eastbourne, East Sussex",BN23 8BR,50.8084011,0.294926,"Eastbourne, BN23 8BR, United Kingdom",,,,,Eastbourne,BN23 8BR,Eastbourne,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.6,1
"Lighthouse Med Pract, Eastbourne",Lighthouse Medical Practice,6 College Road,"Eastbourne, East Sussex",BN21 4HY,50.765722,0.2811853,"College Road, Eastbourne, BN21 4HY, United Kingdom",,College Road,,Meads,College Road,BN21 4HY,Eastbourne,East Sussex,ESX,England,ENG,United Kingdom,1,gb,0.7,1
Poole Hospital Biochemistry Dept,"Biochemistry Dept,",Poole Hospital,Dorset,BH15 2JB,50.7224731,-1.9726011,"Poole Hospital, Longfleet Road, Poole, BH15 2JB, United Kingdom",,Longfleet Road,,Longfleet,Poole Hospital,BH15 2JB,Poole,"Bournemouth, Christchurch and Poole",,England,ENG,United Kingdom,0.567,gb,0.567,1
Wycombe Hospital Biochemistry Dept,"Biochemistry Dept, Wycombe Hospital",Queen Alexandra Road,"High Wycombe, Bucks",HP11 2TT,51.6273649,-0.753707,"Queen Alexandra Road, High Wycombe, HP11 2HB, United Kingdom",,Queen Alexandra Road,High Wycombe Community Board,Daws Hill,Queen Alexandra Road,HP11 2HB,High Wycombe,Buckinghamshire,BKM,England,ENG,United Kingdom,0.7,gb,0.441,0.7
Barnet & Chase Farm Chem Path Dept,Chemical Pathology Dept,Barnet Hospital,"Barnet, Hertfordshire",EN5 3DJ,51.65112,-0.21407,"Barnet General Hospital, London, EN5 3DJ, United Kingdom",,,Barnet,Arkley,Barnet General Hospital,EN5 3DJ,London,London,,England,ENG,United Kingdom,0.729,gb,0.729,0.81
New Cross Hosp Wolverhampton,Clinical Chemistry Department,New Cross Hospital,Wolverhampton,WV10 0PQ,52.59997,-2.094945,"New Cross Hospital, Wolverhampton, WV10 0PQ, United Kingdom",,New Cross Hospital,,,,WV10 0PQ,Wolverhampton,Birmingham,BIR,England,ENG,United Kingdom,1,gb,1,1
PRH Surgical Office,"Surgical Office, PRH",,,RH16 4EX,54.57154,-1.214874,"Newmedica Surgical Centre, 29-30 Market Place, Middlesbrough, TS3 6HR, United Kingdom",29-30,Market Place,,,Newmedica Surgical Centre,TS3 6HR,Middlesbrough,North Yorkshire,NYK,England,ENG,United Kingdom,,gb,0,
PRH Urology Office,"Urology Office, PRH",,,RH16 4EX,52.990605,-1.160534,"Urology Centre, Nottingham, NG5 1RE, United Kingdom",,Urology Centre,,Bestwood Park Estate,,NG5 1RE,Nottingham,Nottinghamshire,NTT,England,ENG,United Kingdom,,gb,0,
PRH Medical Office,"Medical Office, PRH",,,RH16 4EX,52.9424889,-1.185799668,"Medical School, Clifton Boulevard, Nottingham, NG7 2UH, United Kingdom",,Clifton Boulevard,Old Lenton,Dunkirk,Medical School,NG7 2UH,Nottingham,,,England,ENG,United Kingdom,,gb,0,
PRH Dermatology Office,"Dermatology Office, PRH",,,RH16 4EX,50.265575,-5.090821,"Dermatology, Kenwyn, TR1 3HD, United Kingdom",,Dermatology,Kenwyn,Treliske,,TR1 3HD,Kenwyn,Cornwall,CON,England,ENG,United Kingdom,,gb,0,
"Earnsdale SHC, Redhill",Earnsdale,2 White Post Hill,"Redhill, Surrey",RH1 6BD,51.236636,-0.181871,"Redhill, RH1 6BD, United Kingdom",,,,,RH1 6BD,RH1 6BD,Redhill,,,,,United Kingdom,,gb,0.6,1
Wellington Square MC (HH),Wellington Sq Medical Practice (HH),45 Wellington Sqare,"Hastings, East Sussex",TN34 1PN,50.856646,0.582585,"Hastings, TN34 1PN, United Kingdom",,,,,TN34 1PN,TN34 1PN,Hastings,,,,,United Kingdom,,gb,0.6,1
PRH ENT Office,"ENT Office, PRH",,,RH16 4EX,51.371119,-0.776794,"Entrance Building, Crowthorne, RG45 7EG, United Kingdom",,Entrance Building,Crowthorne Civil Parish,,,RG45 7EG,Crowthorne,West Berkshire,WBK,England,ENG,United Kingdom,,gb,0,
PRH Orthopaedic Office,"Orthopaedic Office, PRH",,,RH16 4EX,52.42053115,-1.960745437,"Royal Orthopaedic Hospital, Whitehill Lane, Birmingham, B29 4QF, United Kingdom",,Whitehill Lane,,,Royal Orthopaedic Hospital,B29 4QF,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,,gb,0,
"Oncology OPD, Royal Marsden Hosp","Oncology OPD, Royal Marsden Hosp",Downs Road,"Sutton, Surrey",SM2 5PT,51.3426795,-0.1933752,"Downs Road, London, SM2 5PR, United Kingdom",,Downs Road,London Borough of Sutton,Carshalton Beeches,Downs Road,SM2 5PR,London,Greater London,,England,ENG,United Kingdom,0.7,gb,0.441,0.7
Sidney West Podiatric Surgery Ctr.,Sidney West Podiatric Surgery Ctr,"Sidney West PCC, Leylands Road","Burgess Hill, West Sussex",RH15 8HS,50.9621578,-0.13635054,"Burgess Hill (Mid Sussex), RH15 8HS, United Kingdom",,,,,Burgess Hill,RH15 8HS,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.6,1
"Victoria Road Surgery, Worthing",Victoria Road Surgery,50 Victoria Road,"Worthing, West Sussex",BN11 1XE,50.81691,-0.37684,"Worthing, BN11 1XE, United Kingdom",,,,,Worthing,BN11 1XE,Worthing,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.6,1
Delphic Laboratories,Delphic Laboratories (Kent) Limited,1030 Heeley Close,"Kent Science Park, Sittingbourne",ME9 8HL,51.3124479,0.7268458,"Heeley Close, Swale, ME9 8HL, United Kingdom",,Heeley Close,,Tunstall,Heeley Close,ME9 8HL,Borough of Swale,Kent,KEN,England,ENG,United Kingdom,1,gb,0.665,1
"Green Street Clinic, Eastbourne",Green Street Clinic,118 - 122 Green Street,"Eastbourne, East Sussex",BN21 1RR,50.77664,0.25798,"Eastbourne, BN21 1RR, United Kingdom",,,,,Eastbourne,BN21 1RR,Eastbourne,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.6,1
Innovations in Primary Care,IPC Plus Ltd,"B3 Yeoman Gate, Yeoman Way","Worthing, West Sussex",BN13 3QZ,50.82362,-0.42813,"Worthing, BN13 3QZ, United Kingdom",,,,,Worthing,BN13 3QZ,Worthing,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.6,1
Sussex Nuffield Pathology,"Pathology, Sussex Nuffield Hospital",Warren Road,"Woodingdean, East Sussex",BN2 6DX,50.8350721,-0.1061822,"Warren Road, Brighton, BN2 9XX, United Kingdom",,Warren Road,,Bevendean,Warren Road,BN2 9XX,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.49,0.7
"Sedlescombe Surgery, Battle","The Surgery,","Brede Lane, Sedlescombe","Battle, East Sussex",TN33 0PW,50.93413,0.5346999,"Powdermills, Sedlescombe (Rother), TN33 0PW, United Kingdom",,,,,Powdermills,TN33 0PW,Rother,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.6,1
RSCH Acute Medical Unit,Acute Medical Unit,Royal Sussex County Hospital,"Eastern Road, Brighton",BN2 5BE,50.8193443,-0.117243608,"Royal Sussex County Hospital, Eastern Road, Brighton, BN2 5BE, United Kingdom",,Eastern Road,,Kemptown,Royal Sussex County Hospital,BN2 5BE,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.285714286,gb,0.285714286,1
"B&H ICS, Queens Park Villa",B&H Intermediate Care Service,"Queens Park Villa, 30 West Drive","Brighton, East Sussex",BN2 0QW,50.8252407,-0.1266771,"West Drive, Brighton, BN2 0GD, United Kingdom",,West Drive,,Queen's Park,West Drive,BN2 0GD,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,0.7,gb,0.441,0.7
"Orchard Surgery, Lancing","The Orchard Surgery, Lancing HC",Penstone Park,"Lancing, West Sussex",BN15 9AG,50.82806,-0.32435,"Lancing (Adur), BN15 9AG, United Kingdom",,,,,Lancing,BN15 9AG,Adur,West Sussex,WSX,England,ENG,United Kingdom,,gb,0.7,1
"Sussex Community NHS Trust, Occup.",Occupational Health Department,BGH Jevington J2,Elm Grove.  Brighton.,BN2 3EW,50.8304868,-0.1138012,"Brighton and Hove, BN2 3EW, United Kingdom",,,,,Brighton and Hove,BN2 3EW,,Brighton and Hove,BNH,England,ENG,United Kingdom,,gb,0,1
Newhaven Community Ward,Newhaven Community Ward,"First Floor, Church Hill","Newhaven, East Sussex",BN9 9HH,50.79033,0.04135,"Mount Pleasant (Newhaven), BN9 9HH, United Kingdom",,,,,Newhaven,BN9 9HH,Newhaven,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.7,1
Mid Sussex Integrated Dermatology,"BICS Ltd, Fourth Floor",177 Preston Road,Brighton,BN1 6AG,50.8383906,-0.148571445,"Park Centre, 177 Preston Road, Brighton, BN1 6AU, United Kingdom",177,Preston Road,,Prestonville,Park Centre,BN1 6AU,Brighton,Brighton and Hove,BNH,England,ENG,United Kingdom,1,gb,0.63,1
East Sussex Hospitals GP requests,Pathology Dept,"Eastbourne DGH, Kings Drive","Eastbourne, East Sussex",BN21 2UD,50.7859695,0.2705513,"Eastbourne, BN21 2UD, United Kingdom",,,,,Eastbourne,BN21 2UD,Eastbourne,East Sussex,ESX,England,ENG,United Kingdom,,gb,0.6,1
Western Sussex Hospitals GP reqs,Pathology Dept,Worthing Hospital,"Worthing, Sussex",BN11 2DH,50.8186425,-0.3761766,"Worthing, Railway Approach, Worthing, BN11 1UT, United Kingdom",,Railway Approach,,Broadwater,Worthing,BN11 1UT,Worthing,West Sussex,WSX,England,ENG,United Kingdom,0.45,gb,0.45,0.5
Surrey and Sussex Hospitals NHST,East Surrey Hospital,Canada Avenue,"Redhill, Surrey",RH1 5RH,51.21890215,-0.162690789,"East Surrey Hospital, Canada Avenue, Reigate and Banstead, RH1 5RH, United Kingdom",,Canada Avenue,,Whitebushes,East Surrey Hospital,RH1 5RH,Reigate and Banstead,Surrey,SRY,England,ENG,United Kingdom,1,gb,1,1
Hastings Substance Misuse Service,,,,TN34 1LY,50.8564999,0.5736,"Hastings, TN34 1LY, United Kingdom",,,,,,TN34 1LY,Hastings,East Sussex,ESX,England,ENG,United Kingdom,,gb,1,1
"Martins Oak Surgery, Battle",Martins Oak Surgery,36 High Street,"Battle, East Sussex",TN33 0EA,50.917514,0.4835548,"Martins Oak, 36 High Street, Rother, TN33 0EA, United Kingdom",36,High Street,Battle,Battle,Martins Oak,TN33 0EA,Rother,East Sussex,ESX,England,ENG,United Kingdom,1,gb,0.9,1
